,drug_name,list_of_conditions,Inn_Name,Brand_Names,Type_Of_Action
435,diphenhydramine,parkinson's disease,Diphenhydramine,Motrin PM,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Vanamine,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Wal-dryl,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Damylin With Codeine,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Nytol Quickgels,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Benadryl,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Legatrin PM,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Zzzquil,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Advil PM,Antagonist
435,diphenhydramine,parkinson's disease,Diphenhydramine,Benadryl Itch Stopping,Antagonist
436,entacapone,parkinson's disease,Entacapone,Stalevo,Inhibitor
436,entacapone,parkinson's disease,Entacapone,Comtan,Inhibitor
436,entacapone,parkinson's disease,Entacapone,Comtess,Inhibitor
437,levodopa,parkinson's disease,Levodopa,Stalevo,Modulator
437,levodopa,parkinson's disease,Levodopa,Duodopa,Modulator
437,levodopa,parkinson's disease,Levodopa,Rytary,Modulator
437,levodopa,parkinson's disease,Levodopa,Inbrija,Modulator
437,levodopa,parkinson's disease,Levodopa,Parcopa,Modulator
437,levodopa,parkinson's disease,Levodopa,Dhivy,Modulator
437,levodopa,parkinson's disease,Levodopa,Sinemet,Modulator
437,levodopa,parkinson's disease,Levodopa,Duopa,Modulator
437,levodopa,parkinson's disease,Levodopa,Prolopa,Modulator
438,opicapone,parkinson's disease,Opicapone,Ongentys,Inhibitor
439,profenamine,parkinson's disease,Profenamine,Parkin,Modulator
439,profenamine,parkinson's disease,Profenamine,Parsidan,Modulator
439,profenamine,parkinson's disease,Profenamine,Parsidol,Modulator
440,ropinirole,parkinson's disease,Ropinirole,Requip,Modulator
442,rotigotine,parkinson's disease,Rotigotine,Neupro,Agonist
443,safinamide mesylate,parkinson's disease,Safinamide,Xadago,Inhibitor
444,sarizotan,schizophrenia,Sarizotan,,Modulator
444,sarizotan,parkinson's disease,Sarizotan,,Modulator
446,pimavanserin,parkinson's disease,Pimavanserin,Nuplazid,Modulator
447,trihexyphenidyl,parkinson's disease,Trihexyphenidyl,,Antagonist
448,trihexyphenidyl,parkinson's disease,Trihexyphenidyl,,Agonist
449,drospirenone,menopausal conditions,Drospirenone,Jasmiel 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Jasmiel 28 Day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Yaz Plus,Binder
449,drospirenone,contraceptive,Drospirenone,Yaz Plus,Binder
449,drospirenone,menopausal conditions,Drospirenone,Nikki 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Nikki 28 Day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Yaz 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Yaz 28 Day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Syeda 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Syeda 28 Day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Angeliq 0.25/0.5 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Angeliq 0.25/0.5 28 Day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Vestura,Binder
449,drospirenone,contraceptive,Drospirenone,Vestura,Binder
449,drospirenone,menopausal conditions,Drospirenone,Yasmin 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Yasmin 28 Day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Beyaz 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Beyaz 28 Day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Slynd,Binder
449,drospirenone,contraceptive,Drospirenone,Slynd,Binder
449,drospirenone,menopausal conditions,Drospirenone,Lo-zumandimine 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Lo-zumandimine 28 Day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Safyral 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Safyral 28 Day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Gianvi 28-day,Binder
449,drospirenone,contraceptive,Drospirenone,Gianvi 28-day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Ocella 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Ocella 28 Day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Zumandimine 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Zumandimine 28 Day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Nextstellis 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Nextstellis 28 Day,Binder
449,drospirenone,menopausal conditions,Drospirenone,Loryna,Binder
449,drospirenone,contraceptive,Drospirenone,Loryna,Binder
449,drospirenone,menopausal conditions,Drospirenone,Yasmin,Binder
449,drospirenone,contraceptive,Drospirenone,Yasmin,Binder
449,drospirenone,menopausal conditions,Drospirenone,Zarah,Binder
449,drospirenone,contraceptive,Drospirenone,Zarah,Binder
449,drospirenone,menopausal conditions,Drospirenone,Tydemy 28 Day,Binder
449,drospirenone,contraceptive,Drospirenone,Tydemy 28 Day,Binder
450,desogestrel,contraceptive,Desogestrel,Simliya,Modulator
450,desogestrel,contraceptive,Desogestrel,Freya,Modulator
450,desogestrel,contraceptive,Desogestrel,Emoquette,Modulator
450,desogestrel,contraceptive,Desogestrel,Cyred 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Linessa,Modulator
450,desogestrel,contraceptive,Desogestrel,Mircette 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Apri 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Cesia 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Reclipsen,Modulator
450,desogestrel,contraceptive,Desogestrel,Velivet 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Volnea 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Azurette 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Caziant 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Marvelon,Modulator
450,desogestrel,contraceptive,Desogestrel,Kalliga,Modulator
450,desogestrel,contraceptive,Desogestrel,Enskyce 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Pimtrea Pack,Modulator
450,desogestrel,contraceptive,Desogestrel,Isibloom 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Bekyree 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Juleber 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Viorele 28 Day,Modulator
450,desogestrel,contraceptive,Desogestrel,Kariva 28 Day,Modulator
452,leuprolide,cancer,Leuprolide,Fensolvi,Agonist
452,leuprolide,cancer,Leuprolide,Eligard,Agonist
452,leuprolide,cancer,Leuprolide,Lupron Depot-ped,Agonist
452,leuprolide,cancer,Leuprolide,Lupron,Agonist
452,leuprolide,cancer,Leuprolide,Viadur,Agonist
452,leuprolide,cancer,Leuprolide,Lupaneta Pack 1-month,Agonist
452,leuprolide,cancer,Leuprolide,Camcevi,Agonist
452,leuprolide,cancer,Leuprolide,Zeulide Depot,Agonist
453,triptorelin,cancer,Triptorelin,Decapeptyl sr,Modulator
453,triptorelin,cancer,Triptorelin,Gonapeptyl depot,Modulator
453,triptorelin,cancer,Triptorelin,Decapeptyl,Modulator
463,methylprednisolone,diabetes,Methylprednisolone,Readysharp-p40,Binder
463,methylprednisolone,diabetes,Methylprednisolone,Readysharp-p80,Binder
463,methylprednisolone,diabetes,Methylprednisolone,Hybrisil,Binder
463,methylprednisolone,diabetes,Methylprednisolone,Depo-medrol,Binder
463,methylprednisolone,diabetes,Methylprednisolone,Depo-medrol With Lidocaine,Binder
463,methylprednisolone,diabetes,Methylprednisolone,Medroloan Suik,Binder
463,methylprednisolone,diabetes,Methylprednisolone,Medrol,Binder
464,bifeprunox,schizophrenia,Bifeprunox,,Modulator
464,bifeprunox,parkinson's disease,Bifeprunox,,Modulator
467,prochlorperazine,anxiety,Prochlorperazine,Compro,Antagonist
467,prochlorperazine,schizophrenia,Prochlorperazine,Compro,Antagonist
467,prochlorperazine,psychotic disorders,Prochlorperazine,Compro,Antagonist
467,prochlorperazine,migraine,Prochlorperazine,Compro,Antagonist
467,prochlorperazine,anxiety,Prochlorperazine,Compazine,Antagonist
467,prochlorperazine,schizophrenia,Prochlorperazine,Compazine,Antagonist
467,prochlorperazine,psychotic disorders,Prochlorperazine,Compazine,Antagonist
467,prochlorperazine,migraine,Prochlorperazine,Compazine,Antagonist
467,prochlorperazine,anxiety,Prochlorperazine,Stemetil eff,Antagonist
467,prochlorperazine,schizophrenia,Prochlorperazine,Stemetil eff,Antagonist
467,prochlorperazine,psychotic disorders,Prochlorperazine,Stemetil eff,Antagonist
467,prochlorperazine,migraine,Prochlorperazine,Stemetil eff,Antagonist
467,prochlorperazine,anxiety,Prochlorperazine,Prochlorperazine,Antagonist
467,prochlorperazine,schizophrenia,Prochlorperazine,Prochlorperazine,Antagonist
467,prochlorperazine,psychotic disorders,Prochlorperazine,Prochlorperazine,Antagonist
467,prochlorperazine,migraine,Prochlorperazine,Prochlorperazine,Antagonist
468,samidorphan,schizophrenia,Samidorphan,,Inhibitor
468,samidorphan,bipolar disorder,Samidorphan,,Inhibitor
469,amisulpride,depression,Amisulpride,BARHEMSYS,Antagonist
469,amisulpride,schizophrenia,Amisulpride,BARHEMSYS,Antagonist
470,asenapine,schizophrenia,Asenapine,Sycrest,Modulator
470,asenapine,schizophrenia,Asenapine,Saphris,Modulator
470,asenapine,schizophrenia,Asenapine,Secuado,Modulator
471,cariprazine,depression,Cariprazine,VRAYLAR,Modulator
471,cariprazine,schizophrenia,Cariprazine,VRAYLAR,Modulator
471,cariprazine,bipolar disorder,Cariprazine,VRAYLAR,Modulator
471,cariprazine,psychotic disorders,Cariprazine,VRAYLAR,Modulator
473,chlorpromazine,depression,Chlorpromazine,,Antagonist
473,chlorpromazine,schizophrenia,Chlorpromazine,,Antagonist
474,chlorprothixene,schizophrenia,Chlorprothixene,,Antagonist
474,chlorprothixene,bipolar disorder,Chlorprothixene,,Antagonist
474,chlorprothixene,psychotic disorders,Chlorprothixene,,Antagonist
475,clozapine,schizophrenia,Clozapine,FAZACLO,Modulator
475,clozapine,psychotic disorders,Clozapine,FAZACLO,Modulator
475,clozapine,schizophrenia,Clozapine,CLOZARIL*VERSACLOZ,Modulator
475,clozapine,psychotic disorders,Clozapine,CLOZARIL*VERSACLOZ,Modulator
476,dexmedetomidine,schizophrenia,Dexmedetomidine,PRECEDEX,Agonist
476,dexmedetomidine,bipolar disorder,Dexmedetomidine,PRECEDEX,Agonist
476,dexmedetomidine,schizophrenia,Dexmedetomidine,DEXDOR,Agonist
476,dexmedetomidine,bipolar disorder,Dexmedetomidine,DEXDOR,Agonist
476,dexmedetomidine,schizophrenia,Dexmedetomidine,IGALMI,Agonist
476,dexmedetomidine,bipolar disorder,Dexmedetomidine,IGALMI,Agonist
477,flupentixol,depression,Flupentixol,FLUANXOL,Antagonist
477,flupentixol,anxiety,Flupentixol,FLUANXOL,Antagonist
477,flupentixol,schizophrenia,Flupentixol,FLUANXOL,Antagonist
478,fluphenazine,schizophrenia,Fluphenazine,Modecate,Modulator
479,fluspirilene,schizophrenia,Fluspirilene,,Antagonist
480,haloperidol,schizophrenia,Haloperidol,Haldol,Antagonist
481,iloperidone,schizophrenia,Iloperidone,Fanapt,Antagonist
481,iloperidone,psychotic disorders,Iloperidone,Fanapt,Antagonist
483,loxapine,schizophrenia,Loxapine,Xylac,Antagonist
483,loxapine,bipolar disorder,Loxapine,Xylac,Antagonist
483,loxapine,schizophrenia,Loxapine,Adasuve,Antagonist
483,loxapine,bipolar disorder,Loxapine,Adasuve,Antagonist
484,lurasidone,depression,Lurasidone,LATUDA,Modulator
484,lurasidone,schizophrenia,Lurasidone,LATUDA,Modulator
484,lurasidone,bipolar disorder,Lurasidone,LATUDA,Modulator
486,mesoridazine,schizophrenia,Mesoridazine,SERENTIL,Agonist
486,mesoridazine,alcohol addiction,Mesoridazine,SERENTIL,Agonist
487,methotrimeprazine,schizophrenia,Methotrimeprazine,Nozinan,Modulator
487,methotrimeprazine,bipolar disorder,Methotrimeprazine,Nozinan,Modulator
488,molindone,schizophrenia,Molindone,MOBAN,Binder
489,paliperidone,schizophrenia,Paliperidone,INVEGA*XEPLION,Antagonist
490,perazine,schizophrenia,Perazine,TORECAN* MULTIFUGE*COMPAZINE*PROCOMP*STELAZINE,Modulator
490,perazine,schizophrenia,Perazine,TRIFLUOPERAZINE HYDROCHLORIDE*PROCHLORPERAZINE*PIPERAZINE CITRATE,Modulator
491,perphenazine,psychotic disorders,Perphenazine,FENTAZIN* TRILIFAN*PZC,Antagonist
491,perphenazine,psychotic disorders,Perphenazine,DECENTAN*TRILAFON*PERPHENAN*EMESINAL,Antagonist
492,pozanicline,schizophrenia,Pozanicline,,Agonist
492,pozanicline,alzheimer's disease,Pozanicline,,Agonist
492,pozanicline,attention deficit hyperactivity disorder,Pozanicline,,Agonist
493,propiomazine,insomnia,Propiomazine,LARGON,Antagonist
494,remoxipride,schizophrenia,Remoxipride,REMOXIPRIDE,Antagonist
494,remoxipride,psychotic disorders,Remoxipride,REMOXIPRIDE,Antagonist
495,risperidone,schizophrenia,Risperidone,PERSERIS*RISPERDAL,Antagonist
495,risperidone,bipolar disorder,Risperidone,PERSERIS*RISPERDAL,Antagonist
495,risperidone,psychotic disorders,Risperidone,PERSERIS*RISPERDAL,Antagonist
496,sertindole,schizophrenia,Sertindole,,Antagonist
497,sulpiride,schizophrenia,Sulpiride,DOLMATIL*DOGMATIL*BOSNYL*EGLONYL,Antagonist
497,sulpiride,schizophrenia,Sulpiride,MERESA,Antagonist
498,thiothixene,schizophrenia,Thiothixene,NAVANE,Antagonist
499,ziprasidone,schizophrenia,Ziprasidone,GEODON*ZELDOX,Agonist
499,ziprasidone,bipolar disorder,Ziprasidone,GEODON*ZELDOX,Agonist
499,ziprasidone,psychotic disorders,Ziprasidone,GEODON*ZELDOX,Agonist
500,ziprasidone,schizophrenia,Ziprasidone,GEODON*ZELDOX,Binder
500,ziprasidone,bipolar disorder,Ziprasidone,GEODON*ZELDOX,Binder
500,ziprasidone,psychotic disorders,Ziprasidone,GEODON*ZELDOX,Binder
504,topiramate,seizures,Topiramate,Epitomax,Antagonist
504,topiramate,migraine,Topiramate,Epitomax,Antagonist
504,topiramate,seizures,Topiramate,Qudexy xr,Antagonist
504,topiramate,migraine,Topiramate,Qudexy xr,Antagonist
504,topiramate,seizures,Topiramate,Topamax sprinkle,Antagonist
504,topiramate,migraine,Topiramate,Topamax sprinkle,Antagonist
504,topiramate,seizures,Topiramate,Trokendi xr,Antagonist
504,topiramate,migraine,Topiramate,Trokendi xr,Antagonist
504,topiramate,seizures,Topiramate,Topamax,Antagonist
504,topiramate,migraine,Topiramate,Topamax,Antagonist
504,topiramate,seizures,Topiramate,Topiramate,Antagonist
504,topiramate,migraine,Topiramate,Topiramate,Antagonist
504,topiramate,seizures,Topiramate,Tro,Antagonist
504,topiramate,migraine,Topiramate,Tro,Antagonist
505,ganaxolone,seizures,Ganaxolone,Ztalmy,Agonist
506,ganaxolone,seizures,Ganaxolone,Ztalmy,Modulator
510,eszopiclone,insomnia,Eszopiclone,Lunesta,Agonist
512,melatonin,insomnia,Melatonin,CIRCADIN,Binder
512,melatonin,autism spectrum disorder,Melatonin,CIRCADIN,Binder
513,melatonin,insomnia,Melatonin,CIRCADIN,Inhibitor
513,melatonin,autism spectrum disorder,Melatonin,CIRCADIN,Inhibitor
514,pramipexole,parkinson's disease,Pramipexole,OPRYMEA,Modulator
514,pramipexole,parkinson's disease,Pramipexole,MIRAPEX* DAQUIRAN*MIRAPEXIN*SIFROL,Modulator
518,aliskiren,stroke,Aliskiren,Rasilez,Inhibitor
518,aliskiren,hypertension,Aliskiren,Rasilez,Inhibitor
518,aliskiren,stroke,Aliskiren,Tekturna,Inhibitor
518,aliskiren,hypertension,Aliskiren,Tekturna,Inhibitor
518,aliskiren,stroke,Aliskiren,Tekturna Hct,Inhibitor
518,aliskiren,hypertension,Aliskiren,Tekturna Hct,Inhibitor
519,alteplase,stroke,Alteplase,Activase,Activator
519,alteplase,stroke,Alteplase,Cathflo Activase,Activator
519,alteplase,stroke,Alteplase,Cathflo,Activator
520,amlodipine,hypertension,Amlodipine,,Blocker
520,amlodipine,hypertension,Amlodipine,Dafiro,Blocker
520,amlodipine,hypertension,Amlodipine,Norliqva,Blocker
520,amlodipine,hypertension,Amlodipine,Exforge Hct,Blocker
520,amlodipine,hypertension,Amlodipine,Katerzia,Blocker
520,amlodipine,hypertension,Amlodipine,Lotrel,Blocker
520,amlodipine,hypertension,Amlodipine,Azor,Blocker
520,amlodipine,hypertension,Amlodipine,Exforge,Blocker
520,amlodipine,hypertension,Amlodipine,Amlobenz,Blocker
520,amlodipine,hypertension,Amlodipine,Caduet,Blocker
521,atenolol,multiple sclerosis,Atenolol,Tenormin,Antagonist
521,atenolol,hypertension,Atenolol,Tenormin,Antagonist
521,atenolol,multiple sclerosis,Atenolol,ANTIPRESSAN,Antagonist
521,atenolol,hypertension,Atenolol,ANTIPRESSAN,Antagonist
521,atenolol,multiple sclerosis,Atenolol,Tenoretic,Antagonist
521,atenolol,hypertension,Atenolol,Tenoretic,Antagonist
523,clopidogrel,stroke,Clopidogrel,Zyllt,Antagonist
523,clopidogrel,stroke,Clopidogrel,Duoplavin,Antagonist
523,clopidogrel,stroke,Clopidogrel,Plavix,Antagonist
524,repinotan,depression,Repinotan,,Antagonist
524,repinotan,stroke,Repinotan,,Antagonist
526,atacicept,cancer,Atacicept,,Modulator
528,valbenazine,tardive dyskinesia,Valbenazine,Ingrezza,Antagonist
531,pimozide,tourette's syndrome,Pimozide,Pimozide,Antagonist
531,pimozide,tourette's syndrome,Pimozide,Orap,Antagonist
534,exenatide,diabetes,Exenatide,Bydureon,Binder
534,exenatide,diabetes,Exenatide,Byetta,Binder
535,dapagliflozin,diabetes,Dapagliflozin,Farxiga,Modulator
535,dapagliflozin,diabetes,Dapagliflozin,Edistride,Modulator
535,dapagliflozin,diabetes,Dapagliflozin,Forxiga,Modulator
535,dapagliflozin,diabetes,Dapagliflozin,Xigduo,Modulator
535,dapagliflozin,diabetes,Dapagliflozin,Qternmet,Modulator
535,dapagliflozin,diabetes,Dapagliflozin,Qtern,Modulator
536,liraglutide,diabetes,Liraglutide,Xultophy,Agonist
536,liraglutide,diabetes,Liraglutide,Victoza,Agonist
536,liraglutide,diabetes,Liraglutide,Saxenda,Agonist
537,metformin,diabetes,Metformin,,Inhibitor
537,metformin,diabetes,Metformin,Avandamet,Inhibitor
537,metformin,diabetes,Metformin,Actoplus Met,Inhibitor
539,pioglitazone,diabetes,Pioglitazone,INCRESYNC*GLUBRAVA*GLUSTIN,Agonist
539,pioglitazone,diabetes,Pioglitazone,ACTOPLUS MET*OSENI*TANDEMACT*ACTOS*GLIDIPION*DUETACT,Agonist
540,semaglutide,diabetes,Semaglutide,Ozempic,Agonist
540,semaglutide,diabetes,Semaglutide,Rybelsus,Agonist
540,semaglutide,diabetes,Semaglutide,Wegovy,Agonist
541,levonorgestrel,menopausal conditions,Levonorgestrel,Plan B,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Plan B,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Triquilar,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Triquilar,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,React,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,React,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Aftera,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Aftera,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Loseasonique,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Loseasonique,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Option 2,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Option 2,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Iclevia 91 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Iclevia 91 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Sronyx 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Sronyx 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Twirla 3 Count Weekly Patch,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Twirla 3 Count Weekly Patch,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Aviane 28,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Aviane 28,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Larissia 28 Day Pack,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Larissia 28 Day Pack,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Tyblume 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Tyblume 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Take Action,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Take Action,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,My Way,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,My Way,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Marlissa 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Marlissa 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Afirmelle 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Afirmelle 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Vienva 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Vienva 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Dolishale 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Dolishale 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,My Choice,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,My Choice,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Next Choice One Dose,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Next Choice One Dose,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Indayo,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Indayo,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Alesse,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Alesse,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Enpresse 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Enpresse 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Trivora 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Trivora 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Jolessa 91 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Jolessa 91 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Amethia 91 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Amethia 91 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Lutera 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Lutera 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Preventeza,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Preventeza,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Kurvelo,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Kurvelo,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Delyla 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Delyla 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Quartette 91 Day Pack,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Quartette 91 Day Pack,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Econtra,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Econtra,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Introvale 91 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Introvale 91 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Myzilra 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Myzilra 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Min-ovral,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Min-ovral,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,LoJaimiess,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,LoJaimiess,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Morning After,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Morning After,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Portia 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Portia 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Skyla,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Skyla,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Amethyst,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Amethyst,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Aubra 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Aubra 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Levonest 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Levonest 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Liletta,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Liletta,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Orsythia 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Orsythia 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Rivelsa 91 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Rivelsa 91 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Climara Pro,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Climara Pro,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Setlakin 91 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Setlakin 91 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Plan B One-step,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Plan B One-step,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Altavera 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Altavera 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Levora 0.15/30 28 Day,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Levora 0.15/30 28 Day,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Opcicon One-step,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Opcicon One-step,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Seasonique,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Seasonique,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Seasonale,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Seasonale,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Fallback Solo,Binder
541,levonorgestrel,contraceptive,Levonorgestrel,Fallback Solo,Binder
541,levonorgestrel,menopausal conditions,Levonorgestrel,Camreselo 91 Day,Binder
